feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47
-0.0069542434,0.01110973,-0.012085851,-0.007953082,-0.009461453,-0.01215135,-0.010943296,0.010567285,0.0045918487,0.007690953,0.011830879,-0.007875342,0.009999592,-0.008035415,0.014469255,-0.0073131733,0.009805758,0.013517707,-0.013407548,0.01010258,0.005473843,-0.005798721,0.0042861598,-0.01408215,-0.0119101005,-0.015406633,0.010635806,0.011398155,-0.0085184565,0.0074075856,0.012656017,0.012095237,-0.03920118,0.032998953,-0.031175978,0.035100963,0.03647842,0.039921597,-0.025952738,0.025524102,0.038708262,0.03977237,-0.036352612,-0.018150631,-0.0382599,0.03226233,0.03837085,0.04222122
