bias_0,bias_1,bias_2,bias_3,bias_4,bias_5,bias_6,bias_7,bias_8,bias_9,bias_10,bias_11,bias_12,bias_13,bias_14,bias_15
0.001614547,-0.021555379,0.017851662,-0.0057052006,-0.04405829,-0.055755418,0.049461793,-0.039529104,-0.04321897,-0.00012575346,-0.003045956,0.028153691,0.049336042,-0.012196977,-0.0025306235,-0.021384679
