bias_0,bias_1,bias_2,bias_3,bias_4,bias_5,bias_6,bias_7,bias_8,bias_9,bias_10,bias_11,bias_12,bias_13,bias_14,bias_15,bias_16,bias_17,bias_18,bias_19,bias_20,bias_21,bias_22,bias_23,bias_24,bias_25,bias_26,bias_27,bias_28,bias_29,bias_30,bias_31
0.0010736984,-0.001506639,-0.00018378734,-0.00082279916,-0.0001394195,-0.0011384632,0.0014982094,-0.0018561543,0.0016236228,0.0013655107,0.0007373963,6.62503e-05,-0.0006466464,0.00019728977,0.00026051368,0.00043602407,0.0014144954,0.002219327,0.0010191214,-0.0009903305,-2.0469823e-05,8.8361056e-05,-0.00059361523,0.0018020297,0.0023928809,-0.00078582,0.0019575,0.0020417355,-0.000520936,-0.00024773352,0.0037884957,0.00086098263
